free_text,label_id,free_text_clean
không dương tính với COvid nhưng dương tính với ma túy à =)),0,không dương tính với covid nhưng dương tính với ma túy à
Tấu hai bonsa phát sóng,0,tấu hai bonsa phát sóng
Hello chi,0,hello chi
Thằng ad ngu sao ko chửi nữa đi . Để mọi người biết mày ngu,2,thằng admin ngu sao không chửi nữa đi để mọi người biết mày ngu
Các bạn cứ yên tâm nếu yêu đảng thì cứ đợi chờ đảng sẽ giải quyết...tui yêu đảng nha đang đợi giải quyết coi sao nè,0,các bạn cứ yên tâm nếu yêu đảng thì cứ đợi chờ đảng sẽ giải quyết tui yêu đảng nha đang đợi giải quyết coi sao nè
bó tay,0,bó tay
Lệ xồn...=]],1,lệ xồn
Hnm,0,hnm
"Mấy tk nhiều tiền có khác,lúc nào cũng dị và khác ng😄",2,mấy tk nhiều tiền có khác lúc nào cũng dị và khác người
Phan Nguyễn Hoàng Trinh nó giống như kiểu ngộ sát vs cố ý sát hại í,0,phan nguyễn hoàng trinh nó giống như kiểu ngộ sát với cố ý sát hại í
Chúc a dộ năm mơdi vv,0,chúc anh dộ năm mơdi vv
The Shy Sa Đéc,0,the shy sa đéc
@Mood Music bạn nói dị Là bạn xạo lồn,2,mood music bạn nói dị là bạn xạo lồn
Sao chi khong chui di,0,sao chi khong chui di
Nhin chi dep wa vay ne,0,nhin chi dep wa vay ne
Quá tuyệt vời,0,quá tuyệt vời
Chị 3 có khuôn mặt của anh ba khía,0,chị 3 có khuôn mặt của anh ba khía
hợp lí a ơi,0,hợp lí anh ơi
"Mặc dù có thể cô không biết, nhưng cô đã vận dụng rất tốt luật hấp dẫn.",0,mặc dù có thể cô không biết nhưng cô đã vận dụng rất tốt luật hấp dẫn
Đình Quang ok,0,đình quang được
"Cái gian hàng trong tổ hợp nhà ga chứ đéo phải cả nhà ga nhá :v ngu vừa thôi,ngu hết cả phần thiên hạ",1,cái gian hàng trong tổ hợp nhà ga chứ đéo phải cả nhà ga nhá v ngu vừa thôi ngu hết cả phần thiên hạ
Bú bình như tao có phải tốt hơn ko!,0,bú bình như tao có phải tốt hơn ko
đến xin lỗi mà cũng ko đúng người ..! .xin lỗi mấy anh giao thông chi ?,0,đến xin lỗi mà cũng không đúng người xin lỗi mấy anh giao thông chi
"Được biết, phần lớn những loại nước hoa rẻ tiền này đều là nước hoa giả. Trao đổi với VOV về vấn đề này, Bác sĩ Đỗ Văn Khoát, khoa Da liễu, Viện 108 cho biết: “Những người có làn da nhạy cảm hay mắc các bệnh về đường hô hấp như hen, viêm xoang... phải thật thận trọng khi sử dụng mỹ phẩm hay nước hoa có nguồn gốc không rõ ràng. Nếu xảy ra dị ứng hay có triệu chứng khác thường thì phải đến bệnh viện khám và chữa trị kịp thời”. Người dị ứng nước hoa thường có các biểu hiện như thấy ngứa, cảm giác khó chịu xảy ra ngay tức thì hoặc sau vài giờ hay muộn hơn. Khi phản ứng dị ứng nặng có thể phù nề, nổi mụn nước, bọng nước.",0,được biết phần lớn những loại nước hoa rẻ tiền này đều là nước hoa giả trao đổi với vov về vấn đề này bác sĩ đỗ văn khoát khoa da liễu viện 108 cho biết những người có làn da nhạy cảm hay mắc các bệnh về đường hô hấp như hen viêm xoang phải thật thận trọng khi sử dụng mỹ phẩm hay nước hoa có nguồn gốc không rõ ràng nếu xảy ra dị ứng hay có triệu chứng khác thường thì phải đến bệnh viện khám và chữa trị kịp thời người dị ứng nước hoa thường có các biểu hiện như thấy ngứa cảm giác khó chịu xảy ra ngay tức thì hoặc sau vài giờ hay muộn hơn khi phản ứng dị ứng nặng có thể phù nề nổi mụn nước bọng nước
"Hiến máu phải chờ xét nghiệm có kqua rồi mới đưa máu vào sử dụng. Đất nước văn minh, giống loài thượng đẳng đấy các bạn ạ 😢😢",1,hiến máu phải chờ xét nghiệm có kqua rồi mới đưa máu vào sử dụng đất nước văn minh giống loài thượng đẳng đấy các bạn ạ
Kể cũng lạ k có biển lập ra hẳn bộ hàng hải làm gì trong khi VN nhiều biển thế mới có cục hàng hải,0,kể cũng lạ không có biển lập ra hẳn bộ hàng hải làm gì trong khi việt nam nhiều biển thế mới có cục hàng hải
nổi do 1 phần của nhóm G5R squad,0,nổi do 1 phần của nhóm g5r squad
"Lũ CS đúng là một lũ súc sinh ác độc hơn lũ ngạ quỹ, một lũ người khg có chút nhân tính, quá tàn độc khg biết phải dùng từ gì đễ mô tả cho lũ này! Bất luận thế nào thì cũng có ngày bọn súc vật này cũng phãi đền tội và kết thúc trong đau đớn hơn nhửng gì mà bọn mọi rợ này đả gây ra trong một ngày gần đây....",2,lũ cs đúng là một lũ súc sinh ác độc hơn lũ ngạ quỹ một lũ người không có chút nhân tính quá tàn độc không biết phải dùng từ gì đễ mô tả cho lũ này bất luận thế nào thì cũng có ngày bọn súc vật này cũng phãi đền tội và kết thúc trong đau đớn hơn nhửng gì mà bọn mọi rợ này đả gây ra trong một ngày gần đây
"Tình yêu là khi bạn yêu 1 người thật lòng thì bạn sẽ yêu luôn cả vợ và con anh ấy, mù quán vcl 🤣",1,tình yêu là khi bạn yêu 1 người thật lòng thì bạn sẽ yêu luôn cả vợ và con anh ấy mù quán vãi
Sợ quá ABe ơi,0,sợ quá abe ơi
ok a ui,0,được anh ui
Rõ là ad hi vọng điều đó ko bao giờ xảy ra,0,rõ là admin hi vọng điều đó không bao giờ xảy ra
Nguyễn Đức Ánh lại thêm thằng ngu thíc sủa bậy..,2,nguyễn đức ánh lại thêm thằng ngu thíc sủa bậy
Ông trần dần còn sống là t vui r,0,ông trần dần còn sống là t vui rồi
ko cái dại nào bằng cái dại nào :((,0,không cái dại nào bằng cái dại nào
"Mấy a 3/ bên đó mà dính bệnh xác định chết cmnl vì méo thể dc ưu tiên ,dân chả nó còn chết huống hồ gì dân ăn bám",2,mấy anh 3 bên đó mà dính bệnh xác định chết cmnl vì méo thể được ưu tiên dân chả nó còn chết huống hồ gì dân ăn bám
Huy Le bún riêu á cậu haha,0,huy le bún riêu á cậu haha
Chị nc có duyên quá chòi kaka,0,chị nước có duyên quá chòi kaka
chịu giồi :)))),0,chịu giồi
Vừa lòng tao lắm haha đáng đời trần đoàn,0,vừa lòng tao lắm haha đáng đời trần đoàn
Quả giọng truyền cảm vl anh tôi =))))),0,quả giọng truyền cảm vãi anh tôi
Sao chị đẹp quá vay,0,sao chị đẹp quá vay
"Ở nhà giúp mẹ giúp cha , cực kì thuyết phục mã cha chúng mày",2,ở nhà giúp mẹ giúp cha cực kì thuyết phục mã cha chúng mày
Chi hieu nhin kg ai biet chi bong dau chi qua dep,0,chi hieu nhin kg ai biết chi bong dau chi qua dep
Tuyet Bui Thi sợ qá c nhỉ.,0,tuyet bui thi sợ qá chị nhỉ
🤔 lần thứ *n* độ nói câu này.,0,lần thứ n độ nói câu này
Phương Thảo :)) gkee,0,phương thảo gkee
Tuyên Tuyên hủy lịch ăn nhậu đi xem phim nè mài,0,tuyên tuyên hủy lịch ăn nhậu đi xem phim nè mài
Những pha xấy vào mắt người xem và những pha xử lý kéo chuột gìm tâm phải nói là...châtsss,0,những pha xấy vào mắt người xem và những pha xử lý kéo chuột gìm tâm phải nói là châtss
Thôi dmm khỏi làm đi. Để dân bọn tao đi ô tô khách cũng dc.,1,thôi dmm khỏi làm đi để dân bọn tao đi ô tô khách cũng dc
"An Vo,Hồng Hảo 🤣",0,an vo hồng hảo
Luyen Tran y/c đat nước đang yên ổn Anh cọp đừng về,0,luyen tran y c đat nước đang yên ổn anh cọp đừng về
Loai ngu dốt ko bt. Huc la zi ! Lam mất hết an tuong người phụ nữ việt nam ! Ko tha thứ được!,1,loai ngu dốt không bt huc la zi lam mất hết an tuong người phụ nữ việt nam không tha thứ được
Dung sl nữa bà 3 ôi,2,dung sl nữa bà 3 ôi
Cầu giấy có gần Bắc Ninh ko:(,0,cầu giấy có gần bắc ninh ko
Tất cả phải nhờ vào cái iq của nó cao :v,0,tất cả phải nhờ vào cái iq của nó cao v
mình thắng thì gáy kiểu gì cũng được hết,0,mình thắng thì gáy kiểu gì cũng được hết
Rồi thầy ơi,0,rồi thầy ơi
Ăn cực chờ không,1,ăn cư c chơ không
Chết với em =)))),0,chết với em
Tú ơi cứu abeeeeee,0,tú ơi cứu abee
Muốn phân biệt cug dễ thôi,0,muốn phân biệt cug dễ thôi
Nguyễn Bá Quang vào xem cmt ko vui như trk đkm cno óc chó vl,2,nguyễn bá quang vào xem cmt không vui như trk đkm cno óc chó vãi
Trần Dần chào hỏi trân trọng quá!  Tự PR hay quá!,0,trần dần chào hỏi trân trọng quá tự pr hay quá
Dơ hai tay lên 😎,0,dơ hai tay lên
Zalo 0978781847,0,zalo
Vùng đất thú cưng chưa có nút bạc ăn tết thầy ơi :((,0,vùng đất thú cưng chưa có nút bạc ăn tết thầy ơi
Sống chậm thôi là cái gì vậy ???,0,sống chậm thôi là cái gì vậy
Lê Văn Quật xin vid ông,0,lê văn quật xin vid ông
Tuấn Kiệt,0,tuấn kiệt
May hong biet nhuc ma may con lay chim nua nhuc qua.....,2,may hong biết nhuc ma may con lay chim nua nhuc qua
Nói ng ta đã ròi nói em honk có nói :)),0,nói người ta đã ròi nói em honk có nói
Ông  Dần là  chiến  hữu của  Đào Minh Quân và  Li Sa Phạm...,0,ông dần la chiê n hữu cu a đào minh quân va li sa pha m
"Làng này là căng đét, tộc này là chất lừ :))))",0,làng này là căng đét tộc này là chất lừ
Nói mà không so sánh thì khó. Nhưng không có kATM nhạc nó k bắt tai cho lắm. Dù sao cũng ủng hộ 1view và 1disslike. Thôi tao đi hóng tin của Sếp đã,0,nói mà không so sánh thì khó nhưng không có katm nhạc nó không bắt tai cho lắm dù sao cũng ủng hộ 1view và 1disslike thôi tao đi hóng tin của sếp đã
Vẫn chưa què bằng nhân cách của anh🙂,2,vẫn chưa què bằng nhân cách của anh
Lâu lâu thấy anh phát biểu 1 câu hay vậy,0,lâu lâu thấy anh phát biểu 1 câu hay vậy
Con đỷ mẹ mày con chó,2,con đỷ mẹ mày con chó
Lương Phú hỏi chị nhung í anh😂,0,lương phú hỏi chị nhung í anh
Yêu chẳng biết được lâu không mà bảo cưới :((,0,yêu chẳng biết được lâu không mà bảo cưới
Trả lại anh Độ ngày xưa đây :))),0,trả lại anh độ ngày xưa đây
tìm hiểu thông tin ông này!,0,tìm hiểu thông tin ông này
Hài ...!!,0,hài
QuynhAnh DT nên t cũng đứng lên luôn á :))),0,quynhanh điện thoại nên t cũng đứng lên luôn á
Cac ban thay kg con nay kg bao gio xin loi that long no lai chui nua thay kg cac ban vay thi cac ban co tin va tha thu cho no duoc kg,0,cac ban thay kg con nay kg bao gio xin loi that long no lai chui nua thay kg cac ban vay thi cac ban co tin va tha thu cho no duoc kg
1 câu muôn thuở,0,1 câu muôn thuở
D' Đức d hiểu nhìn cái hình là cừ ỉa,1,d đức d hiểu nhìn cái hình là cừ ỉa
Quảng ngãi vẫn chưa cho học sinh THPT nghỉ,0,quảng ngãi vẫn chưa cho học sinh thpt nghỉ
Lối chơi của Arsenal sẽ cực kỳ nguy hiểm,0,lối chơi của arsenal sẽ cực kỳ nguy hiểm
Thời gian có đợi thằng nào đâu,0,thời gian có đợi thằng nào đâu
bản tin nóng ngày hôm nay : việt nam sẽ trở thành siêu quốc gia trong 10 năm nữa!,0,bản tin nóng ngày hôm nay việt nam sẽ trở thành siêu quốc gia trong 10 năm nữa
Ôi giời ơi giọng nói đi vào lòng người quá anh mình ơi =))),0,ôi giời ơi giọng nói đi vào lòng người quá anh mình ơi
Đẹp trai như thầy thì đ có ai mua ?,1,đẹp trai như thầy thì đ có ai mua
Chị chửi là để cứu nhân độ thế 😂,0,chị chửi là để cứu nhân độ thế
cảm giác như kiểu cái lồn cx đi kể cho con bạn nó :)) bỏ thì lại kêu :),1,cảm giác như kiểu cái lồn cũng đi kể cho con bạn nó bỏ thì lại kêu
chăm chỉ cmt để giữ fan cứng. mà ảnh ngầu thặc sự-.-,0,chăm chỉ cmt để giữ fan cứng mà ảnh ngầu thặc sự
98 mà nhìn như cô mình vậy 😂,0,98 mà nhìn như cô mình vậy
Čò ßé hahaa,0,čò ßé hahaa
đm thầy🙂,2,đm thầy
Stop chem' gio' di chu Tran Dan oi ?,2,stop chem gio di chu tran dan oi
Chi chủ hay lắm đó chị em yêu chỉ,0,chi chủ hay lắm đó chị em yêu chỉ
Puca Nguyễn a có nên mặc style này 🤣,0,puca nguyễn anh có nên mặc style này
Tự kỉ luôn này,0,tự kỉ luôn này
Phương Noble's hóng =)))),0,phương noble s hóng
"Nếu tính trên cả nước thì phải lên cả nghìn tỷ.. rồi bao nhiêu hàng quán phải đóng cửa, học sinh nghỉ học ko biết đến bao giờ, xáo trộn cả 1 nền kinh tế..chán chả buồn nói.",0,nếu tính trên cả nước thì phải lên cả nghìn tỷ rồi bao nhiêu hàng quán phải đóng cửa học sinh nghỉ học không biết đến bao giờ xáo trộn cả 1 nền kinh tế chán chả buồn nói
Mẹ ơi. Con là đứa con bị thất lạc của mẹ 18 về trước... Còn căn nhà nào bỏ trống ko mẹ,0,mẹ ơi con là đứa con bị thất lạc của mẹ 18 về trước còn căn nhà nào bỏ trống không mẹ
Du k con bo me thi cung phai song cho bo me o suoi vang dc yen chu bo me sinh con ra ai muon con an noi nhu vay.,0,du không con bo me thi cung phai song cho bo me o suoi vang được yen chu bo me sinh con ra ai muon con an noi nhu vay
Chơi fb đi con chó để ng dân thấy bản mặt thật của mày thằng chó,2,chơi facebook đi con cho đê người dân thâ y bản mă t thâ t cu a ma y thă ng cho
coi chừng tao xả hàng cuối năm,0,coi chừng tao xả hàng cuối năm
Cái chế độ vc này bàn tay nhuốm máu không biết bao nhiêu người tù vụ cải cách ruộng đất cả trăm ngàn người chết đến vụ học tập cải tạo thêm cả trăm ngàn người chết!,2,cái chế độ vc này bàn tay nhuốm máu không biết bao nhiêu người tù vụ cải cách ruộng đất cả trăm ngàn người chết đến vụ học tập cải tạo thêm cả trăm ngàn người chết
"Thắc mắc, trong khuôn viên? Vậy xe kia nằm đó là trong hay ngoài - cần cái dẫn chứng? Thứ 2, nguyên thủ QG vào thì sao? có đc chở vào trong ko? Vì đây là nhà ga, còn sân bay cũng cấm mình thấy đoàn xe nguyên thủ QG hay tiếp đón cũng chạy tới nơi máy b",0,thắc mắc trong khuôn viên vậy xe kia nằm đó là trong hay ngoài cần cái dẫn chứng thứ 2 nguyên thủ qg vào thì sao có được chở vào trong ko vì đây là nhà ga còn sân bay cũng cấm mình thấy đoàn xe nguyên thủ qg hay tiếp đón cũng chạy tới nơi máy bạn
Hoag sa truog sa la kua trug quoc rui ma,2,hoag sa truog sa la kua trug quoc rồi ma
Bình Thị Thanh Nguyễn sờ tai quần què gì vậy :vv,1,bình thị thanh nguyễn sờ tai quần què gì vậy vv
Bảo Tín ngất. Con đấy đã khiếp lắm r còn con này nữa thì biển đà nẵng k dám đi,0,bảo tín ngất con đấy đã khiếp lắm rồi còn con này nữa thì biển đà nẵng không dám đi
một minh chứng cho việc mua quan bán chức ! chức cao không phải vì tài chức cao vì bởi thằng này nó ngoan !,2,một minh chứng cho việc mua quan bán chức chức cao không phải vì tài chức cao vì bởi thằng này nó ngoan
Lê Hồng Quang hôm qua nghe nói nay off stream,0,lê hồng quang hôm qua nghe nói nay off stream
Con này hết thuốc chữa. Động chậm vùng miền,2,con này hết thuốc chữa động chậm vùng miền
Em chuẩn bị học sinh TB để đón tết tây tết ta luôn rồi =)),0,em chuẩn bị học sinh tb để đón tết tây tết ta luôn rồi
Bắc kỳ cũng là người vn mà nó chửi như có sách con này k bỏ qua cho nó được,2,bắc kỳ cũng là người việt nam mà nó chửi như có sách con này không bỏ qua cho nó được
Trịnh Nam Long sống nước này nước kia. Nhưng quốc tịch VN. Người VN ko lẻ bỏ cho chết trên đất khách à. Lỡ như người đó là con cái hay vợ của bạn thì như thế nào.,0,trịnh nam long sống nước này nước kia nhưng quốc tịch vn người việt nam không lẻ bỏ cho chết trên đất khách à lỡ như người đó là con cái hay vợ của bạn thì như thế nào
Thích nghe chị này  nói chuyện hay,0,thích nghe chị này nói chuyện hay
Chuẩn người miền tây thật thà chất phát,0,chuâ n ngươ i miê n tây thâ t tha châ t pha t
T bị chủ tiệm hớt lố tay 🙂,0,t bị chủ tiệm hớt lố tay
Hót girl chỗ nào vậy mn,0,hót girl chỗ nào vậy mọi người
Bài này là thằng Phèo nó hiếp con Mị mà con Mị tưởng là Lão Hạc nên là dìm chết Lão Hạc xuống sông Hương chị em Liên từ xa thấy kêu cứu và A Phủ lấy chiếc thuyền ngoài xa qua cứu Lão Hạc rồi Xuân Tóc đỏ từ xa thấy con Mị như vậy nên thương Mị lấy Mị về làm vợ,0,bài này là thằng phèo nó hiếp con mị mà con mị tưởng là lão hạc nên là dìm chết lão hạc xuống sông hương chị em liên từ xa thấy kêu cứu và anh phủ lấy chiếc thuyền ngoài xa qua cứu lão hạc rồi xuân tóc đỏ từ xa thấy con mị như vậy nên thương mị lấy mị về làm vợ
Tăng liên tục zợ,0,tăng liên tục zợ
Chị gặp con linh lóc chi đánh cho nó te tua ra nhé,2,chị gặp con linh lóc chi đánh cho nó te tua ra nhé
"Phương Dung Nguyễn chị chơi vậy, ai đ* chị",2,phương dung nguyễn chị chơi vậy ai đ chị
From Bắc kạn with love. Chúc anh độ nghỉ lễ vv nhá!,0,from bắc kạn with love chúc anh độ nghỉ lễ vv nhá
Bả không biết người ta mà bả chửi như đúng rồi dị á. Mãi mãi fan cô hiếu,0,bả không biết người ta mà bả chửi như đúng rồi dị á mãi mãi fan cô hiếu
Một thời chinh chiến đủ loại Thanh Hà,0,một thời chinh chiến đủ loại thanh hà
"nude tiger :)) haha tiên tri vũ trụ , kiêm Cố vấn  số 1 hoa kỳ",0,nude tiger haha tiên tri vũ trụ kiêm cố vấn số 1 hoa kỳ
Võ Thị Quỳnh em đầu thai c ơi. Hahhha,0,võ thị quỳnh em đầu thai chị ơi hahha
"Buồn quá,k biết mấy cái tượng nghìn tỷ có bị ngập nc k nữa.",0,buồn quá k biết mấy cái tượng nghìn tỷ có bị ngập nước không nữa
"năm 72, 28 triệu bằng 28 tỉ bây giờ",0,năm 72 28 triệu bằng 28 tỉ bây giờ
Quỳnh Nhe,0,quỳnh nhe
oke thầy,0,được thầy
"giờ đi xklđ cũng phải đóng bhxh nha, đảng ta tốt bụng lắm, lo cả cho lao động ở nước ngoài, đkm :v",2,giờ đi xklđ cũng phải đóng bhxh nha đảng ta tốt bụng lắm lo cả cho lao động ở nước ngoài đkm v
Giày hàng hiệu của anh độ chất hơn :)),0,giày hàng hiệu của anh độ chất hơn
khó nghe,0,khó nghe
Oke Bây Bê,0,được bây bê
- hơi ngược sáng nhưng mà không sao =))),0,hơi ngược sáng nhưng mà không sao
Con ông zời đi nữa đã có lệnh cách ly thì phải theo,0,con ông zời đi nữa đã có lệnh cách ly thì phải theo
Trường hợp này nên tử hình,0,trường hợp này nên tử hình
dàn pc này sau này cũng là của t ngu gì mà đập,0,dàn pc này sau này cũng là của t ngu gì mà đập
Link :))),0,link
Trần Quốc Duy chấp nhận sự thặc rồi nhe kk,0,trần quốc duy chấp nhận sự thặc rồi nhe kk
K có chuyên gì nói thì call nhau rồi nhìn nhau thế là vui rồi 🤣 . Đơn giản vll 🤪,0,không có chuyên gì nói thì call nhau rồi nhìn nhau thế là vui rồi đơn giản vll
Nói chug là tạm.. k hút bằg mấy bài trước,0,nói chug là tạm không hút bằg mấy bài trước
"Tùng sói nghiện mèo Tom , còn bạn Hiền teo nghiện Mì Tom😝😝",0,tùng sói nghiện mèo tom còn bạn hiền teo nghiện mì tom
thương anh 🤣🤣🤣,0,thương anh
vì vậy các bạn cứ ở ngoài đó nha. đừng có vô trong Nam này làm gì. hít bụi mịn như hít cỏ Mỹ vậy đó. hèn chi phát phát biểu ra là biết ở đâu liền ah !!! 🤣🤣🤣,2,vì vậy các bạn cứ ở ngoài đó nha đừng có vô trong nam này làm gì hít bụi mịn như hít cỏ mỹ vậy đó hèn chi phát phát biểu ra là biết ở đâu liền ah
Nguyễn Bá Nhân Wu Shing Zu Phạm Bùi Thành Được sạch sẽ dùm chị,0,nguyễn bá nhân wu shing zu phạm bùi thành được sạch sẽ dùm chị
Abe mua áo như này là chet con di me sela rồi =)),1,abe mua áo như này là chet con di me sela rồi
Một triệu lai😗❤️,0,một triệu lai
"Nhà mặt tiền cái l*n, mặt l*n thì có",1,nhà mặt tiền cái l n mặt l n thì có
Nhưng kế hoạch của Nhims vẫn đang thực hiện,0,nhưng kế hoạch của nhims vẫn đang thực hiện
Mấy thằng để ảnh bìa darcy chắc cũng toàn tay nhanh hơn não =))),2,mấy thằng để ảnh bìa darcy chắc cũng toàn tay nhanh hơn não
làm mẹ thêm làn đường ô tô trên cao chả ngon giải quyết đc nạn tắc đương làm đường sắt làm gì thế,0,làm mẹ thêm làn đường ô tô trên cao chả ngon giải quyết được nạn tắc đương làm đường sắt làm gì thế
Hiền Nguyễn chỉ có người mua lầm chứ người bán rất ít khi lầm,0,hiền nguyễn chỉ có người mua lầm chứ người bán rất ít khi lầm
Đm người ta ở tù mà bản mặt thằng phía sau cười như trẩy hội vại á,2,đm ngươ i ta ơ tu ma ba n mă t thă ng phi a sau cươ i như trâ y hô i va i a
Haha A Lân hiểu tâm lý Fan của Dần Ca quá ... Toàn hỏi những gì tụi em muốn hỏi =))),0,haha anh lân hiểu tâm lý fan của dần ca quá toàn hỏi những gì tụi em muốn hỏi
Lương 7-8tr mà ăn mì khổ thế anh :))))) có sương sương con cua hoàng đế thôi à :)))),0,lương 7 8tr mà ăn mì khổ thế anh có sương sương con cua hoàng đế thôi à
Thanh Bình ít nhất k có cái suy nghĩ chơi vs bêđê :)),0,thanh bình ít nhất không có cái suy nghĩ chơi với bêđê
Ai lớp du chu cà mo...hông ai làm lợi cô tao,0,ai lớp du chu cà mo hông ai làm lợi cô tao
Con trâu xanh cái mặt như cái lồn họ:D,2,con trâu xanh cái mặt như cái lồn họ d
"Cắn ko đúng định hướng,ko đủ số lượng là nó đuổi chứ ko phải lấy 3 củ của nó mà dễ đâu mấy ông phản động ơi",2,cắn không đúng định hướng ko đủ số lượng là nó đuổi chứ không phải lấy 3 củ của nó mà dễ đâu mấy ông phản động ơi
lên là lên bạn ơi,0,lên là lên bạn ơi
Ha ha,0,ha ha
đúng là đồ đàn bà nhìu chuyện,0,đúng là đồ đàn bà nhìu chuyện
Anna Nguyễn Nếu ra một bài nghe có chất miền Tây chút giống như 3 hit đầu thì hay biết mấy.,0,anna nguyễn nếu ra một bài nghe có chất miền tây chút giống như 3 hit đầu thì hay biết mấy
Cô 3 nói chuyện đáng iu quá à,0,cô 3 nói chuyện đáng iu quá à
Nguyễn Công Hợp,0,nguyễn công hợp
Đưa MV lên top nào các bạn!,0,đưa mv lên top nào các bạn
Ơ có nhây đâu. Là do nhớ nghề mà,0,ơ có nhây đâu là do nhớ nghề mà
Chuyện ở tương lai có thật.,0,chuyện ở tương lai có thật
Be lon chay xung quanh ;)),0,be lon chay xung quanh
Idol em 🤣🤣🤣 kiur này loot thính chanh nhau,0,idol em kiur này loot thính chanh nhau
Mới ngủ thức dậy ln,0,mới ngủ thức dậy ln
"Tránh VỎ DƯA, gặp VỎ DỪA là có thật 😌😌😌",0,tránh vỏ dưa gặp vỏ dừa là có thật
:(( lại phải đi à. Mệt lắm rồi đấy,0,lại phải đi à mệt lắm rồi đấy
Cười lộn ruột 🤣🤣🤣,0,cười lộn ruột
cho fan cứng đi anhhhh,0,cho fan cứng đi anhh
Hay lm cô hiếu,0,hay làm cô hiếu
Ở một nơi khác,0,ở một nơi khác
Phê lòi,0,phê lòi
Lời phát biểu của bác dù sao thì cũng ấm lòng dân .vn chúc bác thật nhiều sức khỏe và cũng mong bệnh dịch sớm bị tiêu diệt toàn dân vn cố lên,0,lời phát biểu của bác dù sao thì cũng ấm lòng dân vn chúc bác thật nhiều sức khỏe và cũng mong bệnh dịch sớm bị tiêu diệt toàn dân việt nam cố lên
PHAN Ơ VN ..ĐANG ĐƠI TRÂN DÂN VÊ VN...,0,phan ơ việt nam đang đơi trân dân vê vn
Thoi di thang khung oi,2,thoi di thang khung oi
Dễ thương thiệt,0,dễ thương thiệt
:) ổng chửi đảng CS giữ lắm mà ta ? Sao giờ quay 180 độ vậy ta ?,0,ổng chửi đảng cs giữ lắm mà ta sao giờ quay 180 độ vậy ta
Mai lại bảo '' Đồi clear rồi ta nhìn thấy mấy lần rồi '' Snake said.. Không quan trọng mai cố gắng lên mấy anh ơi ♥,0,mai lại bảo đồi clear rồi ta nhìn thấy mấy lần rồi snake said không quan trọng mai cố gắng lên mấy anh ơi
Dăm ba con ảnh,0,dăm ba con ảnh
Nguyễn Đại đao lòng con cuốc cuốc,0,nguyễn đại đao lòng con cuốc cuốc
Nhìn iphone nhưng rất Độ phùng !,0,nhìn iphone nhưng rất độ phùng
Để nhất quốc sư Trần dần,0,để nhất quốc sư trần dần
"1 tách cafe, 1 bài nhạc vui, 1 chuyến đi dài, 1 món ăn yêu thích,...Chỉ là bạn ko muốn thoát nếu bạn muốn chắc chắn sẽ thoát được chỉ cần buôn bỏ tất cả trãi mình làm điều mình thích.",0,1 tách cafe 1 bài nhạc vui 1 chuyến đi dài 1 món ăn yêu thích chỉ là bạn không muốn thoát nếu bạn muốn chắc chắn sẽ thoát được chỉ cần buôn bỏ tất cả trãi mình làm điều mình thích
Minh Hải Đều là “con” người chứ không phải người nên mới thế đó,0,minh hải đều là con người chứ không phải người nên mới thế đó
như lon,1,như lon
Nghe đâu đang muốn nông thôn hóa nhưng tốn 45.000 Tỷ nên đang từ từ. :v,0,nghe đâu đang muốn nông thôn hóa nhưng tốn 45 00 tỷ nên đang từ từ v
lãnh đạo v+ toàn bọn ăn tàn phá hoại đúng quy trình.,2,lãnh đạo v toàn bọn ăn tàn phá hoại đúng quy trình
Cưng ghê,0,cưng ghê
sói lên ngôi,0,sói lên ngôi
Viet An ???,0,viet an
Một nhà sư người Thái Lan đã said :,0,một nhà sư người thái lan đã said
Ca nhiễm điện máy xanh phức tạp quá chắc đã lây lan khắp ĐNăng rồi. Hành trình cô này khá phức tạp.Ai có giao tiếp cô này nên tự giác cách ly cho mình và cho cả cộng đồng.,0,ca nhiễm điện máy xanh phức tạp quá chắc đã lây lan khắp đnăng rồi hành trình cô này khá phức tạp ai có giao tiếp cô này nên tự giác cách ly cho mình và cho cả cộng đồng
Nay làm thợ sửa xe ô tô đồ 🙄 té cái đùng 😌😌,0,nay làm thợ sửa xe ô tô đồ té cái đùng
"Lớn vậy đi fan cu tùng sói, vãi thật, thương yêu nó đc rồi , già đâu fan đứa cháu vãi lờ",1,lớn vậy đi fan cu tùng sói vãi thật thương yêu nó được rồi già đâu fan đứa cháu vãi lờ
Mai England đã nói đúng lại nói to 😅,0,mai england đã nói đúng lại nói to
Admin ban bỏ những thằng câu like chúc năm mới giúp với. Dị ứng bọn này vl,1,admin ban bỏ những thằng câu like chúc năm mới giúp với dị ứng bọn này vãi
Cười xĩu,0,cười xĩu
Duy Linh vailin live thật để quay mv =)),1,duy linh vailin live thật để quay mv
Bọn mù quáng 😌😌😌 dịch như này bọn nó ở nhà cày view....,0,bọn mù quáng dịch như này bọn nó ở nhà cày view
Mất fan cứng rồi ninh,0,mất fan cứng rồi ninh
Ai rồi cũng phải lớn thôii:)),0,ai rồi cũng phải lớn thôii
Cứ tưởng quốc sư hy sinh rồi,0,cứ tưởng quốc sư hy sinh rồi
Tran Anh Duc theo dõi = gửi vd nha ông,0,tran anh duc theo dõi gửi vd nha ông
chính phủ sẽ tới và gông cổ mày nhá thằng AD :3,0,chính phủ sẽ tới và gông cổ mày nhá thằng admin 3
